0.000000	1.000000	0.000000
0.060000	0.998202	0.000000
0.120000	0.992826	0.000000
0.180000	0.983931	0.000000
0.240000	0.971611	0.000000
0.300000	0.955997	0.000000
0.360000	0.937255	0.000000
0.420000	0.915578	0.000000
0.480000	0.891188	0.000000
0.540000	0.864331	0.000000
0.600000	0.835270	0.000000
0.660000	0.804286	0.000000
0.720000	0.771669	0.000000
0.780000	0.737713	0.000000
0.840000	0.702718	0.000000
0.900000	0.666977	0.000000
0.960000	0.630779	0.000000
1.020000	0.594402	0.000000
1.080000	0.558110	0.000000
1.140000	0.522150	0.000000
1.200000	0.486752	0.000000
1.260000	0.452123	0.000000
1.320000	0.418449	0.000000
1.380000	0.385891	0.000000
1.440000	0.354588	0.000000
1.500000	0.324652	0.000000
1.560000	0.296176	0.000000
1.620000	0.269227	0.000000
1.680000	0.243850	0.000000
1.740000	0.220072	0.000000
1.800000	0.197899	0.000000
1.860000	0.177320	0.000000
1.920000	0.158310	0.000000
1.980000	0.140830	0.000000
2.040000	0.124830	0.000000
2.100000	0.110251	0.000000
2.160000	0.097024	0.000000
2.220000	0.085077	0.000000
2.280000	0.074333	0.000000
2.340000	0.064713	0.000000
2.400000	0.056135	0.000000
2.460000	0.048519	0.000000
2.520000	0.041786	0.000000
2.580000	0.035858	0.000000
2.640000	0.030660	0.000000
2.700000	0.026121	0.000000
2.760000	0.022175	0.000000
2.820000	0.018757	0.000000
2.880000	0.015809	0.000000
2.940000	0.013276	0.000000
3.000000	0.011109	0.000000
3.060000	0.009262	0.000000
3.120000	0.007695	0.000000
3.180000	0.006370	0.000000
3.240000	0.005254	0.000000
3.300000	0.004318	0.000000
3.360000	0.003536	0.000000
3.420000	0.002885	0.000000
3.480000	0.002346	0.000000
3.540000	0.001900	0.000000
3.600000	0.001534	0.000000
3.660000	0.001234	0.000000
3.720000	0.000989	0.000000
3.780000	0.000789	0.000000
3.840000	0.000628	0.000000
3.900000	0.000498	0.000000
3.960000	0.000393	0.000000
4.020000	0.000310	0.000000
4.080000	0.000243	0.000000
4.140000	0.000190	0.000000
4.200000	0.000148	0.000000
4.260000	0.000115	0.000000
4.320000	0.000089	0.000000
4.380000	0.000068	0.000000
4.440000	0.000052	0.000000
4.500000	0.000040	0.000000
4.560000	0.000031	0.000000
4.620000	0.000023	0.000000
4.680000	0.000018	0.000000
4.740000	0.000013	0.000000
4.800000	0.000010	0.000000
4.860000	0.000007	0.000000
4.920000	0.000006	0.000000
4.980000	0.000004	0.000000
5.040000	0.000003	0.000000
5.100000	0.000002	0.000000
5.160000	0.000002	0.000000
5.220000	0.000001	0.000000
5.280000	0.000001	0.000000
5.340000	0.000001	0.000000
5.400000	0.000000	0.000000
5.460000	0.000000	0.000000
5.520000	0.000000	0.000000
5.580000	0.000000	0.000000
5.640000	0.000000	0.000000
5.700000	0.000000	0.000000
5.760000	0.000000	0.000000
5.820000	0.000000	0.000000
5.880000	0.000000	0.000000
5.940000	0.000000	0.000000
6.000000	0.000000	0.000000
6.060000	0.000000	0.000000
6.120000	0.000000	0.000000
6.180000	0.000000	0.000000
6.240000	0.000000	0.000000
6.300000	0.000000	0.000000
6.360000	0.000000	0.000000
6.420000	0.000000	0.000000
6.480000	0.000000	0.000000
6.540000	0.000000	0.000000
6.600000	0.000000	0.000000
6.660000	0.000000	0.000000
6.720000	0.000000	0.000000
6.780000	0.000000	0.000000
6.840000	0.000000	0.000000
6.900000	0.000000	0.000000
6.960000	0.000000	0.000000
7.020000	0.000000	0.000000
7.080000	0.000000	0.000000
7.140000	0.000000	0.000000
7.200000	0.000000	0.000000
7.260000	0.000000	0.000000
7.320000	0.000000	0.000000
7.380000	0.000000	0.000000
7.440000	0.000000	0.000000
7.500000	0.000000	0.000000
7.560000	0.000000	0.000000
7.620000	0.000000	0.000000
7.680000	0.000000	0.000000
7.740000	0.000000	0.000000
7.800000	0.000000	0.000000
7.860000	0.000000	0.000000
7.920000	0.000000	0.000000
7.980000	0.000000	0.000000
8.040000	0.000000	0.000000
8.100000	0.000000	0.000000
8.160000	0.000000	0.000000
8.220000	0.000000	0.000000
8.280000	0.000000	0.000000
8.340000	0.000000	0.000000
8.400000	0.000000	0.000000
8.460000	0.000000	0.000000
8.520000	0.000000	0.000000
8.580000	0.000000	0.000000
8.640000	0.000000	0.000000
8.700000	0.000000	0.000000
8.760000	0.000000	0.000000
8.820000	0.000000	0.000000
8.880000	0.000000	0.000000
8.940000	0.000000	0.000000
9.000000	0.000000	0.000000
9.060000	0.000000	0.000000
9.120000	0.000000	0.000000
9.180000	0.000000	0.000000
9.240000	0.000000	0.000000
9.300000	0.000000	0.000000
9.360000	0.000000	0.000000
9.420000	0.000000	0.000000
9.480000	0.000000	0.000000
9.540000	0.000000	0.000000
9.600000	0.000000	0.000000
9.660000	0.000000	0.000000
9.720000	0.000000	0.000000
9.780000	0.000000	0.000000
9.840000	0.000000	0.000000
9.900000	0.000000	0.000000
9.960000	0.000000	0.000000
10.020000	0.000000	0.000000
10.080000	0.000000	0.000000
10.140000	0.000000	0.000000
10.200000	0.000000	0.000000
10.260000	0.000000	0.000000
10.320000	0.000000	0.000000
10.380000	0.000000	0.000000
10.440000	0.000000	0.000000
10.500000	0.000000	0.000000
10.560000	0.000000	0.000000
10.620000	0.000000	0.000000
10.680000	0.000000	0.000000
10.740000	0.000000	0.000000
10.800000	0.000000	0.000000
10.860000	0.000000	0.000000
10.920000	0.000000	0.000000
10.980000	0.000000	0.000000
11.040000	0.000000	0.000000
11.100000	0.000000	0.000000
11.160000	0.000000	0.000000
11.220000	0.000000	0.000000
11.280000	0.000000	0.000000
11.340000	0.000000	0.000000
11.400000	0.000000	0.000000
11.460000	0.000000	0.000000
11.520000	0.000000	0.000000
11.580000	0.000000	0.000000
11.640000	0.000000	0.000000
11.700000	0.000000	0.000000
11.760000	0.000000	0.000000
11.820000	0.000000	0.000000
11.880000	0.000000	0.000000
11.940000	0.000000	0.000000
12.000000	0.000000	0.000000
12.060000	0.000000	0.000000
12.120000	0.000000	0.000000
12.180000	0.000000	0.000000
12.240000	0.000000	0.000000
12.300000	0.000000	0.000000
12.360000	0.000000	0.000000
12.420000	0.000000	0.000000
12.480000	0.000000	0.000000
12.540000	0.000000	0.000000
12.600000	0.000000	0.000000
12.660000	0.000000	0.000000
12.720000	0.000000	0.000000
12.780000	0.000000	0.000000
12.840000	0.000000	0.000000
12.900000	0.000000	0.000000
12.960000	0.000000	0.000000
13.020000	0.000000	0.000000
13.080000	0.000000	0.000000
13.140000	0.000000	0.000000
13.200000	0.000000	0.000000
13.260000	0.000000	0.000000
13.320000	0.000000	0.000000
13.380000	0.000000	0.000000
13.440000	0.000000	0.000000
13.500000	0.000000	0.000000
13.560000	0.000000	0.000000
13.620000	0.000000	0.000000
13.680000	0.000000	0.000000
13.740000	0.000000	0.000000
13.800000	0.000000	0.000000
13.860000	0.000000	0.000000
13.920000	0.000000	0.000000
13.980000	0.000000	0.000000
14.040000	0.000000	0.000000
14.100000	0.000000	0.000000
14.160000	0.000000	0.000000
14.220000	0.000000	0.000000
14.280000	0.000000	0.000000
14.340000	0.000000	0.000000
14.400000	0.000000	0.000000
14.460000	0.000000	0.000000
14.520000	0.000000	0.000000
14.580000	0.000000	0.000000
14.640000	0.000000	0.000000
14.700000	0.000000	0.000000
14.760000	0.000000	0.000000
14.820000	0.000000	0.000000
14.880000	0.000000	0.000000
14.940000	0.000000	0.000000
15.000000	0.000000	0.000000
15.060000	0.000000	0.000000
15.120000	0.000000	0.000000
15.180000	0.000000	0.000000
15.240000	0.000000	0.000000
15.300000	0.000000	0.000000
15.360000	0.000000	0.000000
15.420000	0.000000	0.000000
15.480000	0.000000	0.000000
15.540000	0.000000	0.000000
15.600000	0.000000	0.000000
15.660000	0.000000	0.000000
15.720000	0.000000	0.000000
15.780000	0.000000	0.000000
15.840000	0.000000	0.000000
15.900000	0.000000	0.000000
15.960000	0.000000	0.000000
16.020000	0.000000	0.000000
16.080000	0.000000	0.000000
16.140000	0.000000	0.000000
16.200000	0.000000	0.000000
16.260000	0.000000	0.000000
16.320000	0.000000	0.000000
16.380000	0.000000	0.000000
16.440000	0.000000	0.000000
16.500000	0.000000	0.000000
16.560000	0.000000	0.000000
16.620000	0.000000	0.000000
16.680000	0.000000	0.000000
16.740000	0.000000	0.000000
16.800000	0.000000	0.000000
16.860000	0.000000	0.000000
16.920000	0.000000	0.000000
16.980000	0.000000	0.000000
17.040000	0.000000	0.000000
17.100000	0.000000	0.000000
17.160000	0.000000	0.000000
17.220000	0.000000	0.000000
17.280000	0.000000	0.000000
17.340000	0.000000	0.000000
17.400000	0.000000	0.000000
17.460000	0.000000	0.000000
17.520000	0.000000	0.000000
17.580000	0.000000	0.000000
17.640000	0.000000	0.000000
17.700000	0.000000	0.000000
17.760000	0.000000	0.000000
17.820000	0.000000	0.000000
17.880000	0.000000	0.000000
17.940000	0.000000	0.000000
18.000000	0.000000	0.000000
18.060000	0.000000	0.000000
18.120000	0.000000	0.000000
18.180000	0.000000	0.000000
18.240000	0.000000	0.000000
18.300000	0.000000	0.000000
18.360000	0.000000	0.000000
